episode_id,station_id,fault_type,parameters,start_index,end_index,start_timestamp,end_timestamp,seed
AWS-BHO-030:71002:0014,AWS-BHO-030,frozen_value,"[""humidity_pct""]",478,484,2025-01-20 22:00:00,2025-01-21 04:00:00,71002
AWS-BHO-030:71002:0015,AWS-BHO-030,frozen_value,"[""pressure_hpa""]",560,567,2025-01-24 08:00:00,2025-01-24 15:00:00,71002
AWS-BHO-030:71002:0016,AWS-BHO-030,frozen_value,"[""temperature_c""]",275,282,2025-01-12 11:00:00,2025-01-12 18:00:00,71002
AWS-BHO-030:71002:0017,AWS-BHO-030,frozen_value,"[""humidity_pct""]",1146,1154,2025-02-17 18:00:00,2025-02-18 02:00:00,71002
AWS-BHO-030:71002:0018,AWS-BHO-030,frozen_value,"[""pressure_hpa""]",37,44,2025-01-02 13:00:00,2025-01-02 20:00:00,71002
AWS-BHO-030:71002:0019,AWS-BHO-030,frozen_value,"[""temperature_c""]",721,729,2025-01-31 01:00:00,2025-01-31 09:00:00,71002
AWS-BHO-030:71002:0020,AWS-BHO-030,frozen_value,"[""humidity_pct""]",1307,1313,2025-02-24 11:00:00,2025-02-24 17:00:00,71002
AWS-BHO-030:71002:0021,AWS-BHO-030,drift,"[""pressure_hpa""]",1006,1044,2025-02-11 22:00:00,2025-02-13 12:00:00,71002
AWS-BHO-030:71002:0022,AWS-BHO-030,drift,"[""pressure_hpa""]",400,434,2025-01-17 16:00:00,2025-01-19 02:00:00,71002
AWS-BHO-030:71002:0023,AWS-BHO-030,drift,"[""humidity_pct""]",362,402,2025-01-16 02:00:00,2025-01-17 18:00:00,71002
AWS-BHO-030:71002:0024,AWS-BHO-030,drift,"[""pressure_hpa""]",1255,1286,2025-02-22 07:00:00,2025-02-23 14:00:00,71002
AWS-BHO-030:71002:0025,AWS-BHO-030,drift,"[""humidity_pct""]",1461,1500,2025-03-02 21:00:00,2025-03-04 12:00:00,71002
AWS-BHO-030:71002:0026,AWS-BHO-030,drift,"[""humidity_pct""]",1532,1553,2025-03-05 20:00:00,2025-03-06 17:00:00,71002
AWS-BHO-030:71002:0027,AWS-BHO-030,drift,"[""temperature_c""]",455,502,2025-01-19 23:00:00,2025-01-21 22:00:00,71002
AWS-BHO-030:71002:0028,AWS-BHO-030,drift,"[""temperature_c""]",935,955,2025-02-08 23:00:00,2025-02-09 19:00:00,71002
AWS-BHO-030:71002:0029,AWS-BHO-030,drift,"[""temperature_c""]",738,763,2025-01-31 18:00:00,2025-02-01 19:00:00,71002
AWS-BHO-030:71002:0030,AWS-BHO-030,drift,"[""humidity_pct""]",102,126,2025-01-05 06:00:00,2025-01-06 06:00:00,71002
AWS-BHO-030:71002:0031,AWS-BHO-030,dropout,"[""pressure_hpa""]",1678,1678,2025-03-11 22:00:00,2025-03-11 22:00:00,71002
AWS-BHO-030:71002:0032,AWS-BHO-030,dropout,"[""pressure_hpa""]",1093,1093,2025-02-15 13:00:00,2025-02-15 13:00:00,71002
AWS-BHO-030:71002:0033,AWS-BHO-030,dropout,"[""temperature_c""]",1873,1873,2025-03-20 01:00:00,2025-03-20 01:00:00,71002
AWS-BHO-030:71002:0034,AWS-BHO-030,dropout,"[""humidity_pct""]",1399,1399,2025-02-28 07:00:00,2025-02-28 07:00:00,71002
AWS-BHO-030:71002:0035,AWS-BHO-030,dropout,"[""humidity_pct""]",1086,1086,2025-02-15 06:00:00,2025-02-15 06:00:00,71002
AWS-BHO-030:71002:0036,AWS-BHO-030,dropout,"[""humidity_pct""]",1730,1730,2025-03-14 02:00:00,2025-03-14 02:00:00,71002
AWS-BHO-030:71002:0037,AWS-BHO-030,dropout,"[""temperature_c""]",1543,1543,2025-03-06 07:00:00,2025-03-06 07:00:00,71002
AWS-BHO-030:71002:0038,AWS-BHO-030,dropout,"[""humidity_pct""]",1679,1679,2025-03-11 23:00:00,2025-03-11 23:00:00,71002
AWS-BHO-030:71002:0039,AWS-BHO-030,dropout,"[""humidity_pct""]",623,623,2025-01-26 23:00:00,2025-01-26 23:00:00,71002
AWS-BHO-030:71002:0040,AWS-BHO-030,dropout,"[""humidity_pct""]",60,60,2025-01-03 12:00:00,2025-01-03 12:00:00,71002
AWS-BHO-030:71002:0041,AWS-BHO-030,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",1297,1301,2025-02-24 01:00:00,2025-02-24 05:00:00,71002
AWS-BHO-030:71002:0042,AWS-BHO-030,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",1233,1236,2025-02-21 09:00:00,2025-02-21 12:00:00,71002
AWS-BHO-030:71002:0043,AWS-BHO-030,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",1851,1855,2025-03-19 03:00:00,2025-03-19 07:00:00,71002
AWS-BHO-030:71002:0044,AWS-BHO-030,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",309,312,2025-01-13 21:00:00,2025-01-14 00:00:00,71002
AWS-BHO-030:71002:0045,AWS-BHO-030,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",1958,1960,2025-03-23 14:00:00,2025-03-23 16:00:00,71002
AWS-BHO-030:71002:0046,AWS-BHO-030,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",634,638,2025-01-27 10:00:00,2025-01-27 14:00:00,71002
AWS-BHO-030:71002:0047,AWS-BHO-030,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",553,556,2025-01-24 01:00:00,2025-01-24 04:00:00,71002
AWS-BHO-030:71002:0048,AWS-BHO-030,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",1428,1432,2025-03-01 12:00:00,2025-03-01 16:00:00,71002
AWS-BHO-030:71002:0049,AWS-BHO-030,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",2049,2053,2025-03-27 09:00:00,2025-03-27 13:00:00,71002
AWS-BHO-030:71002:0050,AWS-BHO-030,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",145,147,2025-01-07 01:00:00,2025-01-07 03:00:00,71002
AWS-BHO-030:71002:0051,AWS-BHO-030,sensor_fail_low,"[""temperature_c""]",136,139,2025-01-06 16:00:00,2025-01-06 19:00:00,71002
AWS-BHO-030:71002:0052,AWS-BHO-030,sensor_fail_low,"[""temperature_c""]",1175,1178,2025-02-18 23:00:00,2025-02-19 02:00:00,71002
AWS-BHO-030:71002:0053,AWS-BHO-030,sensor_fail_low,"[""pressure_hpa""]",130,133,2025-01-06 10:00:00,2025-01-06 13:00:00,71002
AWS-BHO-030:71002:0054,AWS-BHO-030,sensor_fail_low,"[""humidity_pct""]",656,659,2025-01-28 08:00:00,2025-01-28 11:00:00,71002
AWS-BHO-030:71002:0055,AWS-BHO-030,sensor_fail_low,"[""temperature_c""]",1655,1658,2025-03-10 23:00:00,2025-03-11 02:00:00,71002
AWS-BHO-030:71002:0056,AWS-BHO-030,sensor_fail_low,"[""humidity_pct""]",755,758,2025-02-01 11:00:00,2025-02-01 14:00:00,71002
AWS-BHO-030:71002:0057,AWS-BHO-030,sensor_fail_low,"[""temperature_c""]",1320,1323,2025-02-25 00:00:00,2025-02-25 03:00:00,71002
AWS-BHO-030:71002:0058,AWS-BHO-030,sensor_fail_low,"[""humidity_pct""]",774,777,2025-02-02 06:00:00,2025-02-02 09:00:00,71002
AWS-BHO-030:71002:0059,AWS-BHO-030,sensor_fail_low,"[""humidity_pct""]",1000,1003,2025-02-11 16:00:00,2025-02-11 19:00:00,71002
AWS-BHO-030:71002:0060,AWS-BHO-030,sensor_fail_low,"[""temperature_c""]",894,897,2025-02-07 06:00:00,2025-02-07 09:00:00,71002
AWS-BHO-030:71002:0061,AWS-BHO-030,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",902,907,2025-02-07 14:00:00,2025-02-07 19:00:00,71002
AWS-BHO-030:71002:0062,AWS-BHO-030,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",1714,1718,2025-03-13 10:00:00,2025-03-13 14:00:00,71002
AWS-BHO-030:71002:0063,AWS-BHO-030,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",983,990,2025-02-10 23:00:00,2025-02-11 06:00:00,71002
AWS-BHO-030:71002:0064,AWS-BHO-030,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",2088,2095,2025-03-29 00:00:00,2025-03-29 07:00:00,71002
AWS-BHO-030:71002:0065,AWS-BHO-030,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",807,812,2025-02-03 15:00:00,2025-02-03 20:00:00,71002
AWS-BHO-030:71002:0066,AWS-BHO-030,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",782,787,2025-02-02 14:00:00,2025-02-02 19:00:00,71002
AWS-BHO-030:71002:0067,AWS-BHO-030,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",1368,1372,2025-02-27 00:00:00,2025-02-27 04:00:00,71002
AWS-BHO-030:71002:0068,AWS-BHO-030,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",1049,1056,2025-02-13 17:00:00,2025-02-14 00:00:00,71002
AWS-BHO-030:71002:0069,AWS-BHO-030,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",1926,1931,2025-03-22 06:00:00,2025-03-22 11:00:00,71002
AWS-BHO-030:71002:0070,AWS-BHO-030,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",182,185,2025-01-08 14:00:00,2025-01-08 17:00:00,71002
AWS-CHN-024:71006:0001,AWS-CHN-024,spike,"[""pressure_hpa""]",1512,1512,2025-03-05 00:00:00,2025-03-05 00:00:00,71006
AWS-CHN-024:71006:0002,AWS-CHN-024,spike,"[""pressure_hpa""]",940,940,2025-02-09 04:00:00,2025-02-09 04:00:00,71006
AWS-CHN-024:71006:0003,AWS-CHN-024,spike,"[""temperature_c""]",717,717,2025-01-30 21:00:00,2025-01-30 21:00:00,71006
AWS-CHN-024:71006:0004,AWS-CHN-024,spike,"[""temperature_c""]",916,916,2025-02-08 04:00:00,2025-02-08 04:00:00,71006
AWS-CHN-024:71006:0005,AWS-CHN-024,spike,"[""temperature_c""]",325,325,2025-01-14 13:00:00,2025-01-14 13:00:00,71006
AWS-CHN-024:71006:0006,AWS-CHN-024,spike,"[""pressure_hpa""]",1213,1213,2025-02-20 13:00:00,2025-02-20 13:00:00,71006
AWS-CHN-024:71006:0007,AWS-CHN-024,spike,"[""pressure_hpa""]",1288,1288,2025-02-23 16:00:00,2025-02-23 16:00:00,71006
AWS-CHN-024:71006:0008,AWS-CHN-024,spike,"[""pressure_hpa""]",693,693,2025-01-29 21:00:00,2025-01-29 21:00:00,71006
AWS-CHN-024:71006:0009,AWS-CHN-024,spike,"[""pressure_hpa""]",1719,1719,2025-03-13 15:00:00,2025-03-13 15:00:00,71006
AWS-CHN-024:71006:0010,AWS-CHN-024,spike,"[""pressure_hpa""]",1700,1700,2025-03-12 20:00:00,2025-03-12 20:00:00,71006
AWS-CHN-024:71006:0011,AWS-CHN-024,frozen_value,"[""pressure_hpa""]",1644,1652,2025-03-10 12:00:00,2025-03-10 20:00:00,71006
AWS-CHN-024:71006:0012,AWS-CHN-024,frozen_value,"[""temperature_c""]",1634,1641,2025-03-10 02:00:00,2025-03-10 09:00:00,71006
AWS-CHN-024:71006:0013,AWS-CHN-024,frozen_value,"[""temperature_c""]",286,293,2025-01-12 22:00:00,2025-01-13 05:00:00,71006
AWS-CHN-024:71006:0014,AWS-CHN-024,frozen_value,"[""temperature_c""]",1590,1598,2025-03-08 06:00:00,2025-03-08 14:00:00,71006
AWS-CHN-024:71006:0015,AWS-CHN-024,frozen_value,"[""humidity_pct""]",406,412,2025-01-17 22:00:00,2025-01-18 04:00:00,71006
AWS-CHN-024:71006:0016,AWS-CHN-024,frozen_value,"[""pressure_hpa""]",680,686,2025-01-29 08:00:00,2025-01-29 14:00:00,71006
AWS-CHN-024:71006:0017,AWS-CHN-024,frozen_value,"[""humidity_pct""]",343,350,2025-01-15 07:00:00,2025-01-15 14:00:00,71006
AWS-CHN-024:71006:0018,AWS-CHN-024,frozen_value,"[""pressure_hpa""]",348,354,2025-01-15 12:00:00,2025-01-15 18:00:00,71006
AWS-CHN-024:71006:0019,AWS-CHN-024,frozen_value,"[""temperature_c""]",767,774,2025-02-01 23:00:00,2025-02-02 06:00:00,71006
AWS-CHN-024:71006:0020,AWS-CHN-024,frozen_value,"[""humidity_pct""]",371,378,2025-01-16 11:00:00,2025-01-16 18:00:00,71006
AWS-CHN-024:71006:0021,AWS-CHN-024,drift,"[""pressure_hpa""]",1455,1486,2025-03-02 15:00:00,2025-03-03 22:00:00,71006
AWS-CHN-024:71006:0022,AWS-CHN-024,drift,"[""humidity_pct""]",559,580,2025-01-24 07:00:00,2025-01-25 04:00:00,71006
AWS-CHN-024:71006:0023,AWS-CHN-024,drift,"[""humidity_pct""]",1763,1803,2025-03-15 11:00:00,2025-03-17 03:00:00,71006
AWS-CHN-024:71006:0024,AWS-CHN-024,drift,"[""temperature_c""]",626,657,2025-01-27 02:00:00,2025-01-28 09:00:00,71006
AWS-CHN-024:71006:0025,AWS-CHN-024,drift,"[""humidity_pct""]",438,469,2025-01-19 06:00:00,2025-01-20 13:00:00,71006
AWS-CHN-024:71006:0026,AWS-CHN-024,drift,"[""humidity_pct""]",1540,1560,2025-03-06 04:00:00,2025-03-07 00:00:00,71006
AWS-CHN-024:71006:0027,AWS-CHN-024,drift,"[""temperature_c""]",1358,1401,2025-02-26 14:00:00,2025-02-28 09:00:00,71006
AWS-CHN-024:71006:0028,AWS-CHN-024,drift,"[""temperature_c""]",1974,2014,2025-03-24 06:00:00,2025-03-25 22:00:00,71006
AWS-CHN-024:71006:0029,AWS-CHN-024,drift,"[""humidity_pct""]",1462,1504,2025-03-02 22:00:00,2025-03-04 16:00:00,71006
AWS-CHN-024:71006:0030,AWS-CHN-024,drift,"[""humidity_pct""]",651,678,2025-01-28 03:00:00,2025-01-29 06:00:00,71006
AWS-CHN-024:71006:0031,AWS-CHN-024,dropout,"[""temperature_c""]",1411,1411,2025-02-28 19:00:00,2025-02-28 19:00:00,71006
AWS-CHN-024:71006:0032,AWS-CHN-024,dropout,"[""pressure_hpa""]",878,878,2025-02-06 14:00:00,2025-02-06 14:00:00,71006
AWS-CHN-024:71006:0033,AWS-CHN-024,dropout,"[""pressure_hpa""]",1542,1542,2025-03-06 06:00:00,2025-03-06 06:00:00,71006
AWS-CHN-024:71006:0034,AWS-CHN-024,dropout,"[""humidity_pct""]",1140,1140,2025-02-17 12:00:00,2025-02-17 12:00:00,71006
AWS-CHN-024:71006:0035,AWS-CHN-024,dropout,"[""humidity_pct""]",1348,1348,2025-02-26 04:00:00,2025-02-26 04:00:00,71006
AWS-CHN-024:71006:0036,AWS-CHN-024,dropout,"[""pressure_hpa""]",642,642,2025-01-27 18:00:00,2025-01-27 18:00:00,71006
AWS-CHN-024:71006:0037,AWS-CHN-024,dropout,"[""temperature_c""]",1422,1422,2025-03-01 06:00:00,2025-03-01 06:00:00,71006
AWS-CHN-024:71006:0038,AWS-CHN-024,dropout,"[""humidity_pct""]",66,66,2025-01-03 18:00:00,2025-01-03 18:00:00,71006
AWS-CHN-024:71006:0039,AWS-CHN-024,dropout,"[""humidity_pct""]",1970,1970,2025-03-24 02:00:00,2025-03-24 02:00:00,71006
AWS-CHN-024:71006:0040,AWS-CHN-024,dropout,"[""pressure_hpa""]",1041,1041,2025-02-13 09:00:00,2025-02-13 09:00:00,71006
AWS-CHN-024:71006:0041,AWS-CHN-024,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",1906,1910,2025-03-21 10:00:00,2025-03-21 14:00:00,71006
AWS-CHN-024:71006:0042,AWS-CHN-024,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",361,365,2025-01-16 01:00:00,2025-01-16 05:00:00,71006
AWS-CHN-024:71006:0043,AWS-CHN-024,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",849,851,2025-02-05 09:00:00,2025-02-05 11:00:00,71006
AWS-CHN-024:71006:0044,AWS-CHN-024,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",493,497,2025-01-21 13:00:00,2025-01-21 17:00:00,71006
AWS-CHN-024:71006:0045,AWS-CHN-024,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",1870,1872,2025-03-19 22:00:00,2025-03-20 00:00:00,71006
AWS-CHN-024:71006:0046,AWS-CHN-024,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",909,913,2025-02-07 21:00:00,2025-02-08 01:00:00,71006
AWS-CHN-024:71006:0047,AWS-CHN-024,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",14,18,2025-01-01 14:00:00,2025-01-01 18:00:00,71006
AWS-CHN-024:71006:0048,AWS-CHN-024,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",1701,1704,2025-03-12 21:00:00,2025-03-13 00:00:00,71006
AWS-CHN-024:71006:0049,AWS-CHN-024,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",1311,1315,2025-02-24 15:00:00,2025-02-24 19:00:00,71006
AWS-CHN-024:71006:0050,AWS-CHN-024,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",1534,1536,2025-03-05 22:00:00,2025-03-06 00:00:00,71006
AWS-CHN-024:71006:0051,AWS-CHN-024,sensor_fail_low,"[""humidity_pct""]",2053,2056,2025-03-27 13:00:00,2025-03-27 16:00:00,71006
AWS-CHN-024:71006:0052,AWS-CHN-024,sensor_fail_low,"[""temperature_c""]",532,535,2025-01-23 04:00:00,2025-01-23 07:00:00,71006
AWS-CHN-024:71006:0053,AWS-CHN-024,sensor_fail_low,"[""temperature_c""]",108,111,2025-01-05 12:00:00,2025-01-05 15:00:00,71006
AWS-CHN-024:71006:0054,AWS-CHN-024,sensor_fail_low,"[""pressure_hpa""]",1958,1961,2025-03-23 14:00:00,2025-03-23 17:00:00,71006
AWS-CHN-024:71006:0055,AWS-CHN-024,sensor_fail_low,"[""temperature_c""]",484,487,2025-01-21 04:00:00,2025-01-21 07:00:00,71006
AWS-CHN-024:71006:0056,AWS-CHN-024,sensor_fail_low,"[""humidity_pct""]",1932,1935,2025-03-22 12:00:00,2025-03-22 15:00:00,71006
AWS-CHN-024:71006:0057,AWS-CHN-024,sensor_fail_low,"[""pressure_hpa""]",1047,1050,2025-02-13 15:00:00,2025-02-13 18:00:00,71006
AWS-CHN-024:71006:0058,AWS-CHN-024,sensor_fail_low,"[""temperature_c""]",1886,1889,2025-03-20 14:00:00,2025-03-20 17:00:00,71006
AWS-CHN-024:71006:0059,AWS-CHN-024,sensor_fail_low,"[""humidity_pct""]",310,313,2025-01-13 22:00:00,2025-01-14 01:00:00,71006
AWS-CHN-024:71006:0060,AWS-CHN-024,sensor_fail_low,"[""temperature_c""]",1001,1004,2025-02-11 17:00:00,2025-02-11 20:00:00,71006
AWS-CHN-024:71006:0061,AWS-CHN-024,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",1729,1733,2025-03-14 01:00:00,2025-03-14 05:00:00,71006
AWS-CHN-024:71006:0062,AWS-CHN-024,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",2024,2030,2025-03-26 08:00:00,2025-03-26 14:00:00,71006
AWS-CHN-024:71006:0063,AWS-CHN-024,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",792,797,2025-02-03 00:00:00,2025-02-03 05:00:00,71006
AWS-CHN-024:71006:0064,AWS-CHN-024,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",230,234,2025-01-10 14:00:00,2025-01-10 18:00:00,71006
AWS-CHN-024:71006:0065,AWS-CHN-024,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",503,510,2025-01-21 23:00:00,2025-01-22 06:00:00,71006
AWS-CHN-024:71006:0066,AWS-CHN-024,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",1821,1825,2025-03-17 21:00:00,2025-03-18 01:00:00,71006
AWS-CHN-024:71006:0067,AWS-CHN-024,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",1200,1204,2025-02-20 00:00:00,2025-02-20 04:00:00,71006
AWS-CHN-024:71006:0068,AWS-CHN-024,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",954,957,2025-02-09 18:00:00,2025-02-09 21:00:00,71006
AWS-CHN-024:71006:0069,AWS-CHN-024,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",2090,2096,2025-03-29 02:00:00,2025-03-29 08:00:00,71006
AWS-CHN-024:71006:0070,AWS-CHN-024,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",114,119,2025-01-05 18:00:00,2025-01-05 23:00:00,71006
AWS-DEL-011:71010:0001,AWS-DEL-011,spike,"[""temperature_c""]",1510,1510,2025-03-04 22:00:00,2025-03-04 22:00:00,71010
AWS-DEL-011:71010:0002,AWS-DEL-011,spike,"[""temperature_c""]",12,12,2025-01-01 12:00:00,2025-01-01 12:00:00,71010
AWS-DEL-011:71010:0003,AWS-DEL-011,spike,"[""temperature_c""]",1188,1188,2025-02-19 12:00:00,2025-02-19 12:00:00,71010
AWS-DEL-011:71010:0004,AWS-DEL-011,spike,"[""temperature_c""]",531,531,2025-01-23 03:00:00,2025-01-23 03:00:00,71010
AWS-DEL-011:71010:0005,AWS-DEL-011,spike,"[""pressure_hpa""]",1536,1536,2025-03-06 00:00:00,2025-03-06 00:00:00,71010
AWS-DEL-011:71010:0006,AWS-DEL-011,spike,"[""temperature_c""]",274,274,2025-01-12 10:00:00,2025-01-12 10:00:00,71010
AWS-DEL-011:71010:0007,AWS-DEL-011,spike,"[""temperature_c""]",2067,2067,2025-03-28 03:00:00,2025-03-28 03:00:00,71010
AWS-DEL-011:71010:0008,AWS-DEL-011,spike,"[""pressure_hpa""]",151,151,2025-01-07 07:00:00,2025-01-07 07:00:00,71010
AWS-DEL-011:71010:0009,AWS-DEL-011,spike,"[""pressure_hpa""]",1742,1742,2025-03-14 14:00:00,2025-03-14 14:00:00,71010
AWS-DEL-011:71010:0010,AWS-DEL-011,spike,"[""temperature_c""]",695,695,2025-01-29 23:00:00,2025-01-29 23:00:00,71010
AWS-DEL-011:71010:0011,AWS-DEL-011,frozen_value,"[""temperature_c""]",698,706,2025-01-30 02:00:00,2025-01-30 10:00:00,71010
AWS-DEL-011:71010:0012,AWS-DEL-011,frozen_value,"[""pressure_hpa""]",1559,1566,2025-03-06 23:00:00,2025-03-07 06:00:00,71010
AWS-DEL-011:71010:0013,AWS-DEL-011,frozen_value,"[""pressure_hpa""]",246,254,2025-01-11 06:00:00,2025-01-11 14:00:00,71010
AWS-DEL-011:71010:0014,AWS-DEL-011,frozen_value,"[""pressure_hpa""]",1060,1067,2025-02-14 04:00:00,2025-02-14 11:00:00,71010
AWS-DEL-011:71010:0015,AWS-DEL-011,frozen_value,"[""pressure_hpa""]",1413,1419,2025-02-28 21:00:00,2025-03-01 03:00:00,71010
AWS-DEL-011:71010:0016,AWS-DEL-011,frozen_value,"[""humidity_pct""]",288,296,2025-01-13 00:00:00,2025-01-13 08:00:00,71010
AWS-DEL-011:71010:0017,AWS-DEL-011,frozen_value,"[""temperature_c""]",1501,1507,2025-03-04 13:00:00,2025-03-04 19:00:00,71010
AWS-DEL-011:71010:0018,AWS-DEL-011,frozen_value,"[""temperature_c""]",1589,1596,2025-03-08 05:00:00,2025-03-08 12:00:00,71010
AWS-DEL-011:71010:0019,AWS-DEL-011,frozen_value,"[""temperature_c""]",1080,1088,2025-02-15 00:00:00,2025-02-15 08:00:00,71010
AWS-DEL-011:71010:0020,AWS-DEL-011,frozen_value,"[""humidity_pct""]",574,581,2025-01-24 22:00:00,2025-01-25 05:00:00,71010
AWS-DEL-011:71010:0021,AWS-DEL-011,drift,"[""humidity_pct""]",660,698,2025-01-28 12:00:00,2025-01-30 02:00:00,71010
AWS-DEL-011:71010:0022,AWS-DEL-011,drift,"[""humidity_pct""]",1706,1728,2025-03-13 02:00:00,2025-03-14 00:00:00,71010
AWS-DEL-011:71010:0023,AWS-DEL-011,drift,"[""humidity_pct""]",910,936,2025-02-07 22:00:00,2025-02-09 00:00:00,71010
AWS-DEL-011:71010:0024,AWS-DEL-011,drift,"[""temperature_c""]",615,636,2025-01-26 15:00:00,2025-01-27 12:00:00,71010
AWS-DEL-011:71010:0025,AWS-DEL-011,drift,"[""temperature_c""]",1846,1867,2025-03-18 22:00:00,2025-03-19 19:00:00,71010
AWS-DEL-011:71010:0026,AWS-DEL-011,drift,"[""humidity_pct""]",586,633,2025-01-25 10:00:00,2025-01-27 09:00:00,71010
AWS-DEL-011:71010:0027,AWS-DEL-011,drift,"[""humidity_pct""]",421,448,2025-01-18 13:00:00,2025-01-19 16:00:00,71010
