episode_id,station_id,fault_type,parameters,start_index,end_index,start_timestamp,end_timestamp,seed
AWS-BHO-030:71001:0034,AWS-BHO-030,dropout,"[""temperature_c""]",2011,2011,2025-03-25 19:00:00,2025-03-25 19:00:00,71001
AWS-BHO-030:71001:0035,AWS-BHO-030,dropout,"[""humidity_pct""]",2034,2034,2025-03-26 18:00:00,2025-03-26 18:00:00,71001
AWS-BHO-030:71001:0036,AWS-BHO-030,dropout,"[""pressure_hpa""]",17,17,2025-01-01 17:00:00,2025-01-01 17:00:00,71001
AWS-BHO-030:71001:0037,AWS-BHO-030,dropout,"[""temperature_c""]",1266,1266,2025-02-22 18:00:00,2025-02-22 18:00:00,71001
AWS-BHO-030:71001:0038,AWS-BHO-030,dropout,"[""humidity_pct""]",832,832,2025-02-04 16:00:00,2025-02-04 16:00:00,71001
AWS-BHO-030:71001:0039,AWS-BHO-030,dropout,"[""temperature_c""]",1340,1340,2025-02-25 20:00:00,2025-02-25 20:00:00,71001
AWS-BHO-030:71001:0040,AWS-BHO-030,dropout,"[""pressure_hpa""]",530,530,2025-01-23 02:00:00,2025-01-23 02:00:00,71001
AWS-BHO-030:71001:0041,AWS-BHO-030,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",1912,1915,2025-03-21 16:00:00,2025-03-21 19:00:00,71001
AWS-BHO-030:71001:0042,AWS-BHO-030,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",736,738,2025-01-31 16:00:00,2025-01-31 18:00:00,71001
AWS-BHO-030:71001:0043,AWS-BHO-030,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",304,307,2025-01-13 16:00:00,2025-01-13 19:00:00,71001
AWS-BHO-030:71001:0044,AWS-BHO-030,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",729,733,2025-01-31 09:00:00,2025-01-31 13:00:00,71001
AWS-BHO-030:71001:0045,AWS-BHO-030,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",1850,1853,2025-03-19 02:00:00,2025-03-19 05:00:00,71001
AWS-BHO-030:71001:0046,AWS-BHO-030,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",1331,1334,2025-02-25 11:00:00,2025-02-25 14:00:00,71001
AWS-BHO-030:71001:0047,AWS-BHO-030,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",211,214,2025-01-09 19:00:00,2025-01-09 22:00:00,71001
AWS-BHO-030:71001:0048,AWS-BHO-030,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",594,598,2025-01-25 18:00:00,2025-01-25 22:00:00,71001
AWS-BHO-030:71001:0049,AWS-BHO-030,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",1776,1780,2025-03-16 00:00:00,2025-03-16 04:00:00,71001
AWS-BHO-030:71001:0050,AWS-BHO-030,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",1461,1464,2025-03-02 21:00:00,2025-03-03 00:00:00,71001
AWS-BHO-030:71001:0051,AWS-BHO-030,sensor_fail_low,"[""humidity_pct""]",994,997,2025-02-11 10:00:00,2025-02-11 13:00:00,71001
AWS-BHO-030:71001:0052,AWS-BHO-030,sensor_fail_low,"[""pressure_hpa""]",1798,1801,2025-03-16 22:00:00,2025-03-17 01:00:00,71001
AWS-BHO-030:71001:0053,AWS-BHO-030,sensor_fail_low,"[""temperature_c""]",485,488,2025-01-21 05:00:00,2025-01-21 08:00:00,71001
AWS-BHO-030:71001:0054,AWS-BHO-030,sensor_fail_low,"[""humidity_pct""]",740,743,2025-01-31 20:00:00,2025-01-31 23:00:00,71001
AWS-BHO-030:71001:0055,AWS-BHO-030,sensor_fail_low,"[""humidity_pct""]",879,882,2025-02-06 15:00:00,2025-02-06 18:00:00,71001
AWS-BHO-030:71001:0056,AWS-BHO-030,sensor_fail_low,"[""temperature_c""]",2048,2051,2025-03-27 08:00:00,2025-03-27 11:00:00,71001
AWS-BHO-030:71001:0057,AWS-BHO-030,sensor_fail_low,"[""pressure_hpa""]",1012,1015,2025-02-12 04:00:00,2025-02-12 07:00:00,71001
AWS-BHO-030:71001:0058,AWS-BHO-030,sensor_fail_low,"[""pressure_hpa""]",1362,1365,2025-02-26 18:00:00,2025-02-26 21:00:00,71001
AWS-BHO-030:71001:0059,AWS-BHO-030,sensor_fail_low,"[""humidity_pct""]",1995,1998,2025-03-25 03:00:00,2025-03-25 06:00:00,71001
AWS-BHO-030:71001:0060,AWS-BHO-030,sensor_fail_low,"[""humidity_pct""]",973,976,2025-02-10 13:00:00,2025-02-10 16:00:00,71001
AWS-BHO-030:71001:0061,AWS-BHO-030,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",136,141,2025-01-06 16:00:00,2025-01-06 21:00:00,71001
AWS-BHO-030:71001:0062,AWS-BHO-030,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",387,393,2025-01-17 03:00:00,2025-01-17 09:00:00,71001
AWS-BHO-030:71001:0063,AWS-BHO-030,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",1303,1309,2025-02-24 07:00:00,2025-02-24 13:00:00,71001
AWS-BHO-030:71001:0064,AWS-BHO-030,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",1210,1214,2025-02-20 10:00:00,2025-02-20 14:00:00,71001
AWS-BHO-030:71001:0065,AWS-BHO-030,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",1146,1149,2025-02-17 18:00:00,2025-02-17 21:00:00,71001
AWS-BHO-030:71001:0066,AWS-BHO-030,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",1708,1711,2025-03-13 04:00:00,2025-03-13 07:00:00,71001
AWS-BHO-030:71001:0067,AWS-BHO-030,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",1378,1385,2025-02-27 10:00:00,2025-02-27 17:00:00,71001
AWS-BHO-030:71001:0068,AWS-BHO-030,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",1389,1394,2025-02-27 21:00:00,2025-02-28 02:00:00,71001
AWS-BHO-030:71001:0069,AWS-BHO-030,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",1061,1066,2025-02-14 05:00:00,2025-02-14 10:00:00,71001
AWS-BHO-030:71001:0070,AWS-BHO-030,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",1728,1733,2025-03-14 00:00:00,2025-03-14 05:00:00,71001
AWS-CHN-024:71005:0001,AWS-CHN-024,spike,"[""humidity_pct""]",111,111,2025-01-05 15:00:00,2025-01-05 15:00:00,71005
AWS-CHN-024:71005:0002,AWS-CHN-024,spike,"[""temperature_c""]",1677,1677,2025-03-11 21:00:00,2025-03-11 21:00:00,71005
AWS-CHN-024:71005:0003,AWS-CHN-024,spike,"[""humidity_pct""]",194,194,2025-01-09 02:00:00,2025-01-09 02:00:00,71005
AWS-CHN-024:71005:0004,AWS-CHN-024,spike,"[""temperature_c""]",320,320,2025-01-14 08:00:00,2025-01-14 08:00:00,71005
AWS-CHN-024:71005:0005,AWS-CHN-024,spike,"[""pressure_hpa""]",883,883,2025-02-06 19:00:00,2025-02-06 19:00:00,71005
AWS-CHN-024:71005:0006,AWS-CHN-024,spike,"[""humidity_pct""]",1441,1441,2025-03-02 01:00:00,2025-03-02 01:00:00,71005
AWS-CHN-024:71005:0007,AWS-CHN-024,spike,"[""pressure_hpa""]",871,871,2025-02-06 07:00:00,2025-02-06 07:00:00,71005
AWS-CHN-024:71005:0008,AWS-CHN-024,spike,"[""pressure_hpa""]",1219,1219,2025-02-20 19:00:00,2025-02-20 19:00:00,71005
AWS-CHN-024:71005:0009,AWS-CHN-024,spike,"[""humidity_pct""]",165,165,2025-01-07 21:00:00,2025-01-07 21:00:00,71005
AWS-CHN-024:71005:0010,AWS-CHN-024,spike,"[""temperature_c""]",696,696,2025-01-30 00:00:00,2025-01-30 00:00:00,71005
AWS-CHN-024:71005:0011,AWS-CHN-024,frozen_value,"[""pressure_hpa""]",1293,1300,2025-02-23 21:00:00,2025-02-24 04:00:00,71005
AWS-CHN-024:71005:0012,AWS-CHN-024,frozen_value,"[""humidity_pct""]",561,568,2025-01-24 09:00:00,2025-01-24 16:00:00,71005
AWS-CHN-024:71005:0013,AWS-CHN-024,frozen_value,"[""temperature_c""]",1185,1193,2025-02-19 09:00:00,2025-02-19 17:00:00,71005
AWS-CHN-024:71005:0014,AWS-CHN-024,frozen_value,"[""temperature_c""]",1414,1421,2025-02-28 22:00:00,2025-03-01 05:00:00,71005
AWS-CHN-024:71005:0015,AWS-CHN-024,frozen_value,"[""pressure_hpa""]",508,514,2025-01-22 04:00:00,2025-01-22 10:00:00,71005
AWS-CHN-024:71005:0016,AWS-CHN-024,frozen_value,"[""pressure_hpa""]",1026,1034,2025-02-12 18:00:00,2025-02-13 02:00:00,71005
AWS-CHN-024:71005:0017,AWS-CHN-024,frozen_value,"[""humidity_pct""]",249,257,2025-01-11 09:00:00,2025-01-11 17:00:00,71005
AWS-CHN-024:71005:0018,AWS-CHN-024,frozen_value,"[""pressure_hpa""]",248,256,2025-01-11 08:00:00,2025-01-11 16:00:00,71005
AWS-CHN-024:71005:0019,AWS-CHN-024,frozen_value,"[""humidity_pct""]",887,893,2025-02-06 23:00:00,2025-02-07 05:00:00,71005
AWS-CHN-024:71005:0020,AWS-CHN-024,frozen_value,"[""temperature_c""]",248,256,2025-01-11 08:00:00,2025-01-11 16:00:00,71005
AWS-CHN-024:71005:0021,AWS-CHN-024,drift,"[""temperature_c""]",925,966,2025-02-08 13:00:00,2025-02-10 06:00:00,71005
AWS-CHN-024:71005:0022,AWS-CHN-024,drift,"[""humidity_pct""]",2015,2035,2025-03-25 23:00:00,2025-03-26 19:00:00,71005
AWS-CHN-024:71005:0023,AWS-CHN-024,drift,"[""temperature_c""]",617,656,2025-01-26 17:00:00,2025-01-28 08:00:00,71005
AWS-CHN-024:71005:0024,AWS-CHN-024,drift,"[""pressure_hpa""]",114,145,2025-01-05 18:00:00,2025-01-07 01:00:00,71005
AWS-CHN-024:71005:0025,AWS-CHN-024,drift,"[""pressure_hpa""]",1582,1630,2025-03-07 22:00:00,2025-03-09 22:00:00,71005
AWS-CHN-024:71005:0026,AWS-CHN-024,drift,"[""temperature_c""]",458,505,2025-01-20 02:00:00,2025-01-22 01:00:00,71005
AWS-CHN-024:71005:0027,AWS-CHN-024,drift,"[""humidity_pct""]",2037,2065,2025-03-26 21:00:00,2025-03-28 01:00:00,71005
AWS-CHN-024:71005:0028,AWS-CHN-024,drift,"[""humidity_pct""]",1212,1233,2025-02-20 12:00:00,2025-02-21 09:00:00,71005
AWS-CHN-024:71005:0029,AWS-CHN-024,drift,"[""humidity_pct""]",1619,1649,2025-03-09 11:00:00,2025-03-10 17:00:00,71005
AWS-CHN-024:71005:0030,AWS-CHN-024,drift,"[""pressure_hpa""]",1426,1447,2025-03-01 10:00:00,2025-03-02 07:00:00,71005
AWS-CHN-024:71005:0031,AWS-CHN-024,dropout,"[""humidity_pct""]",870,870,2025-02-06 06:00:00,2025-02-06 06:00:00,71005
AWS-CHN-024:71005:0032,AWS-CHN-024,dropout,"[""humidity_pct""]",1509,1509,2025-03-04 21:00:00,2025-03-04 21:00:00,71005
AWS-CHN-024:71005:0033,AWS-CHN-024,dropout,"[""pressure_hpa""]",1069,1069,2025-02-14 13:00:00,2025-02-14 13:00:00,71005
AWS-CHN-024:71005:0034,AWS-CHN-024,dropout,"[""temperature_c""]",764,764,2025-02-01 20:00:00,2025-02-01 20:00:00,71005
AWS-CHN-024:71005:0035,AWS-CHN-024,dropout,"[""pressure_hpa""]",1020,1020,2025-02-12 12:00:00,2025-02-12 12:00:00,71005
AWS-CHN-024:71005:0036,AWS-CHN-024,dropout,"[""temperature_c""]",1798,1798,2025-03-16 22:00:00,2025-03-16 22:00:00,71005
AWS-CHN-024:71005:0037,AWS-CHN-024,dropout,"[""humidity_pct""]",262,262,2025-01-11 22:00:00,2025-01-11 22:00:00,71005
AWS-CHN-024:71005:0038,AWS-CHN-024,dropout,"[""temperature_c""]",539,539,2025-01-23 11:00:00,2025-01-23 11:00:00,71005
AWS-CHN-024:71005:0039,AWS-CHN-024,dropout,"[""pressure_hpa""]",1385,1385,2025-02-27 17:00:00,2025-02-27 17:00:00,71005
AWS-CHN-024:71005:0040,AWS-CHN-024,dropout,"[""pressure_hpa""]",1055,1055,2025-02-13 23:00:00,2025-02-13 23:00:00,71005
AWS-CHN-024:71005:0041,AWS-CHN-024,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",1306,1308,2025-02-24 10:00:00,2025-02-24 12:00:00,71005
AWS-CHN-024:71005:0042,AWS-CHN-024,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",1735,1738,2025-03-14 07:00:00,2025-03-14 10:00:00,71005
AWS-CHN-024:71005:0043,AWS-CHN-024,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",1998,2000,2025-03-25 06:00:00,2025-03-25 08:00:00,71005
AWS-CHN-024:71005:0044,AWS-CHN-024,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",1278,1280,2025-02-23 06:00:00,2025-02-23 08:00:00,71005
AWS-CHN-024:71005:0045,AWS-CHN-024,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",2072,2076,2025-03-28 08:00:00,2025-03-28 12:00:00,71005
AWS-CHN-024:71005:0046,AWS-CHN-024,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",1758,1762,2025-03-15 06:00:00,2025-03-15 10:00:00,71005
AWS-CHN-024:71005:0047,AWS-CHN-024,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",1701,1705,2025-03-12 21:00:00,2025-03-13 01:00:00,71005
AWS-CHN-024:71005:0048,AWS-CHN-024,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",2066,2068,2025-03-28 02:00:00,2025-03-28 04:00:00,71005
AWS-CHN-024:71005:0049,AWS-CHN-024,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",901,905,2025-02-07 13:00:00,2025-02-07 17:00:00,71005
AWS-CHN-024:71005:0050,AWS-CHN-024,multivariate_inconsistency,"[""temperature_c"", ""humidity_pct"", ""pressure_hpa""]",1967,1971,2025-03-23 23:00:00,2025-03-24 03:00:00,71005
AWS-CHN-024:71005:0051,AWS-CHN-024,sensor_fail_low,"[""pressure_hpa""]",1110,1113,2025-02-16 06:00:00,2025-02-16 09:00:00,71005
AWS-CHN-024:71005:0052,AWS-CHN-024,sensor_fail_low,"[""humidity_pct""]",1880,1883,2025-03-20 08:00:00,2025-03-20 11:00:00,71005
AWS-CHN-024:71005:0053,AWS-CHN-024,sensor_fail_low,"[""humidity_pct""]",650,653,2025-01-28 02:00:00,2025-01-28 05:00:00,71005
AWS-CHN-024:71005:0054,AWS-CHN-024,sensor_fail_low,"[""humidity_pct""]",1390,1393,2025-02-27 22:00:00,2025-02-28 01:00:00,71005
AWS-CHN-024:71005:0055,AWS-CHN-024,sensor_fail_low,"[""temperature_c""]",1627,1630,2025-03-09 19:00:00,2025-03-09 22:00:00,71005
AWS-CHN-024:71005:0056,AWS-CHN-024,sensor_fail_low,"[""temperature_c""]",1080,1083,2025-02-15 00:00:00,2025-02-15 03:00:00,71005
AWS-CHN-024:71005:0057,AWS-CHN-024,sensor_fail_low,"[""temperature_c""]",510,513,2025-01-22 06:00:00,2025-01-22 09:00:00,71005
AWS-CHN-024:71005:0058,AWS-CHN-024,sensor_fail_low,"[""pressure_hpa""]",1891,1894,2025-03-20 19:00:00,2025-03-20 22:00:00,71005
AWS-CHN-024:71005:0059,AWS-CHN-024,sensor_fail_low,"[""temperature_c""]",535,538,2025-01-23 07:00:00,2025-01-23 10:00:00,71005
AWS-CHN-024:71005:0060,AWS-CHN-024,sensor_fail_low,"[""humidity_pct""]",956,959,2025-02-09 20:00:00,2025-02-09 23:00:00,71005
AWS-CHN-024:71005:0061,AWS-CHN-024,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",2077,2082,2025-03-28 13:00:00,2025-03-28 18:00:00,71005
AWS-CHN-024:71005:0062,AWS-CHN-024,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",1046,1049,2025-02-13 14:00:00,2025-02-13 17:00:00,71005
AWS-CHN-024:71005:0063,AWS-CHN-024,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",369,375,2025-01-16 09:00:00,2025-01-16 15:00:00,71005
AWS-CHN-024:71005:0064,AWS-CHN-024,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",1057,1060,2025-02-14 01:00:00,2025-02-14 04:00:00,71005
AWS-CHN-024:71005:0065,AWS-CHN-024,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",743,746,2025-01-31 23:00:00,2025-02-01 02:00:00,71005
AWS-CHN-024:71005:0066,AWS-CHN-024,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",1460,1463,2025-03-02 20:00:00,2025-03-02 23:00:00,71005
AWS-CHN-024:71005:0067,AWS-CHN-024,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",233,239,2025-01-10 17:00:00,2025-01-10 23:00:00,71005
AWS-CHN-024:71005:0068,AWS-CHN-024,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",265,269,2025-01-12 01:00:00,2025-01-12 05:00:00,71005
AWS-CHN-024:71005:0069,AWS-CHN-024,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",713,720,2025-01-30 17:00:00,2025-01-31 00:00:00,71005
AWS-CHN-024:71005:0070,AWS-CHN-024,unstructured_anomaly,"[""temperature_c"", ""pressure_hpa"", ""humidity_pct""]",1247,1252,2025-02-21 23:00:00,2025-02-22 04:00:00,71005
AWS-DEL-011:71009:0001,AWS-DEL-011,spike,"[""pressure_hpa""]",1421,1421,2025-03-01 05:00:00,2025-03-01 05:00:00,71009
AWS-DEL-011:71009:0002,AWS-DEL-011,spike,"[""pressure_hpa""]",809,809,2025-02-03 17:00:00,2025-02-03 17:00:00,71009
AWS-DEL-011:71009:0003,AWS-DEL-011,spike,"[""pressure_hpa""]",1362,1362,2025-02-26 18:00:00,2025-02-26 18:00:00,71009
AWS-DEL-011:71009:0004,AWS-DEL-011,spike,"[""temperature_c""]",22,22,2025-01-01 22:00:00,2025-01-01 22:00:00,71009
AWS-DEL-011:71009:0005,AWS-DEL-011,spike,"[""temperature_c""]",727,727,2025-01-31 07:00:00,2025-01-31 07:00:00,71009
AWS-DEL-011:71009:0006,AWS-DEL-011,spike,"[""pressure_hpa""]",480,480,2025-01-21 00:00:00,2025-01-21 00:00:00,71009
AWS-DEL-011:71009:0007,AWS-DEL-011,spike,"[""temperature_c""]",1389,1389,2025-02-27 21:00:00,2025-02-27 21:00:00,71009
AWS-DEL-011:71009:0008,AWS-DEL-011,spike,"[""temperature_c""]",1663,1663,2025-03-11 07:00:00,2025-03-11 07:00:00,71009
AWS-DEL-011:71009:0009,AWS-DEL-011,spike,"[""temperature_c""]",872,872,2025-02-06 08:00:00,2025-02-06 08:00:00,71009
AWS-DEL-011:71009:0010,AWS-DEL-011,spike,"[""temperature_c""]",876,876,2025-02-06 12:00:00,2025-02-06 12:00:00,71009
AWS-DEL-011:71009:0011,AWS-DEL-011,frozen_value,"[""humidity_pct""]",1331,1338,2025-02-25 11:00:00,2025-02-25 18:00:00,71009
AWS-DEL-011:71009:0012,AWS-DEL-011,frozen_value,"[""humidity_pct""]",259,267,2025-01-11 19:00:00,2025-01-12 03:00:00,71009
AWS-DEL-011:71009:0013,AWS-DEL-011,frozen_value,"[""pressure_hpa""]",323,331,2025-01-14 11:00:00,2025-01-14 19:00:00,71009
AWS-DEL-011:71009:0014,AWS-DEL-011,frozen_value,"[""humidity_pct""]",2057,2064,2025-03-27 17:00:00,2025-03-28 00:00:00,71009
AWS-DEL-011:71009:0015,AWS-DEL-011,frozen_value,"[""temperature_c""]",578,586,2025-01-25 02:00:00,2025-01-25 10:00:00,71009
AWS-DEL-011:71009:0016,AWS-DEL-011,frozen_value,"[""humidity_pct""]",91,99,2025-01-04 19:00:00,2025-01-05 03:00:00,71009
AWS-DEL-011:71009:0017,AWS-DEL-011,frozen_value,"[""temperature_c""]",1731,1737,2025-03-14 03:00:00,2025-03-14 09:00:00,71009
AWS-DEL-011:71009:0018,AWS-DEL-011,frozen_value,"[""temperature_c""]",271,278,2025-01-12 07:00:00,2025-01-12 14:00:00,71009
AWS-DEL-011:71009:0019,AWS-DEL-011,frozen_value,"[""pressure_hpa""]",103,110,2025-01-05 07:00:00,2025-01-05 14:00:00,71009
AWS-DEL-011:71009:0020,AWS-DEL-011,frozen_value,"[""humidity_pct""]",226,233,2025-01-10 10:00:00,2025-01-10 17:00:00,71009
AWS-DEL-011:71009:0021,AWS-DEL-011,drift,"[""pressure_hpa""]",1473,1493,2025-03-03 09:00:00,2025-03-04 05:00:00,71009
AWS-DEL-011:71009:0022,AWS-DEL-011,drift,"[""temperature_c""]",2060,2092,2025-03-27 20:00:00,2025-03-29 04:00:00,71009
AWS-DEL-011:71009:0023,AWS-DEL-011,drift,"[""temperature_c""]",1939,1963,2025-03-22 19:00:00,2025-03-23 19:00:00,71009
AWS-DEL-011:71009:0024,AWS-DEL-011,drift,"[""humidity_pct""]",161,199,2025-01-07 17:00:00,2025-01-09 07:00:00,71009
AWS-DEL-011:71009:0025,AWS-DEL-011,drift,"[""pressure_hpa""]",1950,1978,2025-03-23 06:00:00,2025-03-24 10:00:00,71009
AWS-DEL-011:71009:0026,AWS-DEL-011,drift,"[""temperature_c""]",1889,1926,2025-03-20 17:00:00,2025-03-22 06:00:00,71009
AWS-DEL-011:71009:0027,AWS-DEL-011,drift,"[""temperature_c""]",1196,1223,2025-02-19 20:00:00,2025-02-20 23:00:00,71009
